,0.651239819,,,,,,1790375482,,,,6453.343891,33722.50679,,95759.18373
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 1:39,0.501,0.251,99.248,0,0,0,1798942720,91791360,3349061632,3150127104,4324,2812,0,0
2019/10/17 1:39,0.251,0.251,99.499,0,0,0,1798942720,91791360,3349061632,3150127104,3847,2048,0,229376
2019/10/17 1:39,0.5,0.25,98.75,0.5,0,0,1798815744,91791360,3349061632,3150254080,4212,4350,0,106496
2019/10/17 1:39,0.503,0.251,99.246,0,0,0,1798815744,91791360,3349061632,3150254080,3960,6288,0,0
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1798799360,91791360,3349061632,3150270464,3723,2027,0,0
2019/10/17 1:39,0.5,0.25,99.25,0,0,0,1798750208,91791360,3349061632,3150319616,3310,2487,0,0
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1798750208,91791360,3349061632,3150319616,3381,1811,0,8192
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1798746112,91791360,3349065728,3150319616,5868,3047,0,16384
2019/10/17 1:39,0.5,0.25,99,0.25,0,0,1798742016,91791360,3349069824,3150319616,3901,2187,0,65536
2019/10/17 1:39,0.503,0.251,99.246,0,0,0,1798578176,91791360,3349073920,3150479360,3141,2172,0,0
2019/10/17 1:39,0.25,0.25,99.5,0,0,0,1798578176,91791360,3349073920,3150479360,3675,1873,0,0
2019/10/17 1:39,0.503,0,99.497,0,0,0,1798569984,91791360,3349073920,3150487552,3112,1745,0,16384
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1798569984,91791360,3349073920,3150487552,4085,2438,0,8192
2019/10/17 1:39,0.25,0.5,98.5,0.5,0,0.25,1798569984,91791360,3349073920,3150487552,3657,1869,0,57344
2019/10/17 1:39,0.501,0.251,99.248,0,0,0,1798569984,91791360,3349073920,3150487552,3112,1761,0,0
2019/10/17 1:39,0.756,0.252,98.992,0,0,0,1798561792,91791360,3349073920,3150495744,26681,14657,0,237568
2019/10/17 1:39,1.754,0.501,97.744,0,0,0,1798426624,91791360,3349082112,3150622720,14307,7573,0,65536
2019/10/17 1:39,3.759,0.752,95.238,0.251,0,0,1808961536,91791360,3349106688,3140063232,22231,666878,0,155648
2019/10/17 1:39,0,0.251,99.749,0,0,0,1808834560,91791360,3349106688,3140190208,2034,934,0,0
2019/10/17 1:39,0.252,0,99.244,0.504,0,0,1808834560,91791360,3349106688,3140190208,6365,4806,0,49152
2019/10/17 1:39,0.75,0.25,99,0,0,0,1808830464,91791360,3349110784,3140190208,6913,3468,0,40960
2019/10/17 1:39,0.503,0.251,99.246,0,0,0,1808969728,91791360,3349114880,3140046848,3740,2017,0,32768
2019/10/17 1:39,0.754,0.251,98.995,0,0,0,1808965632,91791360,3349118976,3140046848,8129,8212,0,0
2019/10/17 1:39,0.251,0.251,99.499,0,0,0,1808977920,91791360,3349123072,3140030464,3479,3314,0,0
2019/10/17 1:39,0.251,0.251,99.499,0,0,0,1808977920,91791360,3349123072,3140030464,3113,1746,0,0
