cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
50,2464833536,12598566,20100,0,28672,03-09 12:07:10,12621089,0,0,8192
49,2464833536,11299337,17555,0,0,03-09 12:07:11,11233430,0,0,8192
50,2464833536,11877306,25760,0,0,03-09 12:07:12,11706023,6577,0,8192
50,2464833536,10869290,17180,0,16384,03-09 12:07:13,10770877,0,0,8192
51,2464833536,9322504,116983,0,0,03-09 12:07:14,9251060,0,0,8192
50,2464833536,10154307,15821,0,65536,03-09 12:07:15,10176166,0,0,8192
49,2464833536,11181915,17082,0,0,03-09 12:07:16,11101272,0,0,8192
50,2464833536,10703143,17971,0,0,03-09 12:07:17,10638719,0,0,8192
50,2464833536,12185532,21509,0,0,03-09 12:07:18,12158672,3188,0,8192
17,2464833536,3545980,10483,0,0,03-09 12:07:19,4085141,4044,0,12288
0,2464833536,163,889,0,45056,03-09 12:07:20,43,345,0,12288
31,2464833536,141683,64706,12845056,0,03-09 12:07:21,12419196,12423409,12828672,0
49,2464833536,272,1448,10616832,0,03-09 12:07:22,10305579,10308751,10354688,0
49,2464833536,229,1087,11141120,8192,03-09 12:07:23,11358208,11365588,11403264,0
49,2464833536,217,1519,10223616,0,03-09 12:07:24,10039296,10044008,9961472,0
49,2464833536,272,1448,9830400,53248,03-09 12:07:25,10039339,10044435,10092544,0
