cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
49,2434899968,163,799,11010048,19439616,03-09 11:31:51,11096064,11101272,11010048,8192
49,2434899968,15907,9130703,21368832,57344,03-09 11:31:52,20607142,20617632,21106688,8192
49,2434899968,16297,10918421,19791872,0,03-09 11:31:53,20078599,20087504,19791872,0
52,2438950912,17965,11300780,11837440,111353856,03-09 11:31:54,3965095,119818864,8192,119861248
52,2439012352,29434,11246852,26968064,0,03-09 11:31:55,26353831,26366505,26959872,8192
50,2433245184,15463,10225653,22544384,0,03-09 11:31:56,22855680,22863334,22806528,0
50,2433245184,13648,8813245,20738048,94208,03-09 11:31:57,21159866,21173391,20738048,0
50,2432720896,572,5261,12976128,0,03-09 11:31:58,12877867,12885832,12976128,0
50,2432716800,163,889,12718080,52711424,03-09 11:31:59,12615680,12621089,12451840,0
49,2432720896,163,889,11534336,0,03-09 11:32:00,11689984,11695983,11796480,0
50,2432720896,404,1514,12713984,0,03-09 11:32:01,12746795,12753674,12713984,0
50,2432724992,295,955,12713984,0,03-09 11:32:02,12550144,12555010,12451840,0
49,2432724992,429,2585,4460544,33726464,03-09 11:32:03,4625634,107246065,4096,107266048
50,2432720896,272,1448,11816960,0,03-09 11:32:04,11690027,11696410,11816960,4096
50,2432724992,229,1021,13107200,0,03-09 11:32:05,13012992,13017563,12845056,0
74,2432724992,163,889,2359296,0,03-09 11:32:06,3035143,3039122,2621440,0
59,2434076672,538,1942,286720,20971520,03-09 11:32:07,4889995,45620943,4096,45629440
25,2434076672,11291,13353,249856,119992320,03-09 11:32:08,9641,72731683,245760,72757248
46,2434076672,1184,955,15581184,0,03-09 11:32:09,14864508,14868332,15581184,8192
50,2433482752,272,1448,10223616,0,03-09 11:32:10,10367019,10374830,10223616,0
50,2432430080,163,799,11296768,0,03-09 11:32:11,10569739,10572752,11296768,0
50,2430853120,163,799,9961472,0,03-09 11:32:12,9908224,9911850,9699328,0
48,2430861312,272,1358,10878976,51298304,03-09 11:32:13,10965035,10969541,11141120,0
50,2430861312,163,889,12451840,0,03-09 11:32:14,12349440,12356773,12451840,0
50,2430861312,163,889,12582912,0,03-09 11:32:15,12550144,12555010,12320768,0
49,2430861312,272,1448,11927552,0,03-09 11:32:16,12087339,12092884,12189696,0
49,2430697472,13526,8152969,14147584,29483008,03-09 11:32:17,5220241,89034644,0,89042944
49,2430701568,18615,12059638,22544384,61440,03-09 11:32:18,22192128,22202544,22282240,0
50,2436374528,18452,12516324,24526848,0,03-09 11:32:19,24375339,24383578,24264704,4096
50,2436374528,15247,12415001,23330816,0,03-09 11:32:20,23576576,23590203,23592960,0
51,2436374528,119561,10670854,12849152,0,03-09 11:32:21,13471754,13479604,12845056,0
53,2438852608,22870,9233574,17268736,135143424,03-09 11:32:22,1199934,123790152,81920,123822080
51,2431000576,163,889,12189696,0,03-09 11:32:23,11956224,11960299,12189696,0
49,2430472192,163,889,12189696,73728,03-09 11:32:24,12218368,12224615,12189696,0
50,2429947904,272,1448,12845056,0,03-09 11:32:25,12947499,12951911,12845056,4096
50,2429423616,229,955,13127680,0,03-09 11:32:26,13008896,13017563,12865536,0
50,2429423616,229,955,8740864,65060864,03-09 11:32:27,9397324,9402774,8998912,0
46,2429427712,13071,147137,8540160,58875904,03-09 11:32:28,3929333,122697962,20480,122740736
65,2429427712,163,889,5767168,0,03-09 11:32:29,6205440,6211426,6029312,0
68,2429427712,205,907,6275072,94208,03-09 11:32:30,5947392,5947110,6160384,0
50,2429435904,326,1808,11796480,0,03-09 11:32:31,11952171,11960726,11796480,4096
50,2429431808,295,873,12451840,0,03-09 11:32:32,12353536,12356773,12451840,0
50,2429435904,163,2157,12075008,63967232,03-09 11:32:33,12218368,12224615,12070912,0
49,2429435904,272,1448,10158080,0,03-09 11:32:34,10629096,10638048,10158080,0
50,2429440000,419961,10306,114688,58884096,03-09 11:32:35,5296309,122028461,114688,122060800
51,2429440000,12341521,17689,0,81920,03-09 11:32:36,12158536,0,0,4096
50,2429440000,12885123,19518,0,0,03-09 11:32:37,12753247,0,0,4096
44,2429440000,10879279,18734,0,0,03-09 11:32:38,10837092,3617,0,4096
49,2429440000,12615641,17899,0,0,03-09 11:32:39,12621089,0,0,4096
51,2429440000,11640826,16860,4096,63299584,03-09 11:32:40,11563825,0,0,4096
50,2429440000,1778599,3936,17686528,0,03-09 11:32:41,17043580,17048939,17678336,4096
50,2429444096,163,889,12320768,69632,03-09 11:32:42,12349440,12356773,12320768,0
49,2429444096,272,1448,11378688,0,03-09 11:32:43,11431667,15235787,0,15237120
49,2429267968,11044,6900415,12304384,58900480,03-09 11:32:44,4757790,95553876,0,95584256
50,2429267968,18547,12719476,23986176,0,03-09 11:32:45,23777280,23788440,23986176,0
49,2429267968,18290,12146826,16994304,0,03-09 11:32:46,17284951,17297034,16633856,4096
54,2429267968,16507,11926861,11804672,110886912,03-09 11:32:47,1504581,126007495,4096,126042112
51,2429480960,26768,11905786,28282880,61440,03-09 11:32:48,27811964,27819816,28164096,0
49,2429476864,8933,5889013,16957440,0,03-09 11:32:49,17349022,17361133,16957440,4096
49,2429472768,163,889,12419072,0,03-09 11:32:50,12218368,12224615,12156928,0
50,2429472768,163,889,11010048,0,03-09 11:32:51,11161600,11167351,11010048,0
49,2429472768,272,1448,9256960,67289088,03-09 11:32:52,9848120,9854683,9515008,0
49,2429472768,1250,1325,14532608,57344,03-09 11:32:53,13807743,13811068,14270464,0
50,2429386752,283,1585,11665408,0,03-09 11:32:54,11755520,11762062,11927552,0
50,2429386752,338,1770,12939264,0,03-09 11:32:55,12681259,12687595,12677120,4096
49,2429325312,429,1317,3932160,43626496,03-09 11:32:56,3964842,109734143,0,109756416
50,2429329408,163,889,11796480,15245312,03-09 11:32:57,12152832,12158536,12058624,0
51,2429329408,572,5261,5439488,53248,03-09 11:32:58,12290830,3617,5439488,4096
78,2438774784,429,1317,4096,0,03-09 11:32:59,594714,363,4096,4096
61,2438774784,11283,8371,11927552,0,03-09 11:33:00,11296892,11300066,11911168,0
49,2434060288,338,1770,10878976,20971520,03-09 11:33:01,11030571,11035620,11141120,0
50,2434064384,361,1277,14503936,30044160,03-09 11:33:02,14331904,14339144,14241792,4096
49,2434060288,205,2199,12075008,0,03-09 11:33:03,11493376,11497746,11812864,4096
50,2434060288,272,1448,9961472,53248,03-09 11:33:04,10044008,32410126,0,32411648
49,2434060288,429,1317,704512,58880000,03-09 11:33:05,7070555,76806135,0,76836864
50,2434064384,1184,1192,17887232,0,03-09 11:33:06,17174655,17181097,17809408,0
49,2434064384,3237,831343,13942784,0,03-09 11:33:07,13607080,13613258,13680640,12288
49,2434064384,18739,11759124,23089152,0,03-09 11:33:08,22855680,22863334,23089152,0
50,2434064384,18193,12856854,23986176,0,03-09 11:33:09,23908352,23920598,23986176,0
49,2434064384,16940,12284381,19103744,50569216,03-09 11:33:10,19578532,19589652,19099648,0
50,2433978368,12063,8180142,8327168,58830848,03-09 11:33:11,4127662,119474164,65536,119504896
60,2439286784,25961,10610781,28717056,0,03-09 11:33:12,28212225,28228476,28377088,0
49,2435633152,3895,2392041,14401536,0,03-09 11:33:13,14205096,14207969,14663680,0
50,2434056192,14695,10889934,22196224,0,03-09 11:33:14,22061056,22070386,22196224,0
49,2431954944,15955,11806162,22675456,86016,03-09 11:33:15,22585344,22599018,22413312,0
49,2431901696,15152,10805926,12845056,60755968,03-09 11:33:16,7863401,38059279,0,38060032
48,2431897600,2073057,11448288,11272192,58875904,03-09 11:33:17,4847936,74435282,0,74465280
50,2431901696,11571649,5937501,5218304,0,03-09 11:33:18,11497882,3617,5218304,0
50,2431901696,12078159,18458,0,0,03-09 11:33:19,12026378,0,0,4096
46,2431901696,10058881,12563,0,0,03-09 11:33:20,9515376,0,0,4096
51,2431905792,12148166,15095,0,57344,03-09 11:33:21,12092457,0,0,4096
49,2431905792,6467602,9917,8192,83222528,03-09 11:33:22,7482587,105210314,4096,105218048
73,2432000000,11616,8756,9166848,29392896,03-09 11:33:23,8589436,8590827,8192,9285632
68,2432000000,229,955,6946816,0,03-09 11:33:24,6672384,6673979,6684672,0
49,2431995904,272,1448,11534336,0,03-09 11:33:25,11755563,11762489,11796480,0
49,2431991808,229,955,11808768,69632,03-09 11:33:26,11886592,11894220,11808768,0
50,2431991808,229,955,10362880,0,03-09 11:33:27,10901203,10907366,10362880,0
50,2431991808,1593,5565,12697600,55742464,03-09 11:33:28,11956394,11961283,12435456,0
50,2432000000,163,889,11403264,0,03-09 11:33:29,11493376,11497747,11665408,0
50,2432000000,163,889,10747904,0,03-09 11:33:30,10698752,10704798,10485760,0
51,2431995904,272,1448,9961472,0,03-09 11:33:31,10305579,10308751,10223616,0
49,2431995904,561,1383,3330048,28672,03-09 11:33:32,8524293,53036017,12288,53039104
48,2438950912,961,3441,8192,75083776,03-09 11:33:33,2220151,109985849,0,110018560
51,2434772992,11587154,26879,28672,36843520,03-09 11:33:34,10913158,8804,28672,20480
50,2434772992,12590437,19711,0,0,03-09 11:33:35,12687168,0,28672,20480
51,2432147456,11140171,17279,0,0,03-09 11:33:36,11035193,0,28672,20480
50,2432147456,11651112,18510,0,102400,03-09 11:33:37,11629904,0,0,4096
50,2432147456,8828739,19096,0,51265536,03-09 11:33:38,8722666,53903613,0,53907456
50,2432147456,11514043,18751,0,0,03-09 11:33:39,11563825,0,0,53907456
50,2432151552,11397282,19064,16384,0,03-09 11:33:40,11299509,0,16384,0
50,2432155648,11715384,18575,0,0,03-09 11:33:41,11762062,0,16384,0
50,2432155648,7316048,11747,45056,55984128,03-09 11:33:42,7268690,65789120,40960,65810432
49,2432155648,8941950,15126,0,53952512,03-09 11:33:43,8854688,36642736,0,36663296
50,2435129344,12049612,19519,0,0,03-09 11:33:44,11960299,0,0,36663296
49,2435129344,12036020,18713,0,0,03-09 11:33:45,12026378,0,0,36663296
54,2435129344,5116861,10229,290816,0,03-09 11:33:46,5682941,23252383,4096,23257088
55,2435284992,4210944,16781,221184,105570304,03-09 11:33:47,3710905,85802012,217088,85835776
84,2435284992,1507303,7156,114688,0,03-09 11:33:48,1453874,3617,114688,0
50,2434691072,9267363,16718,0,0,03-09 11:33:49,9251060,0,0,4096
49,2433642496,10372507,18467,0,0,03-09 11:33:50,10242245,0,0,4096
50,2432126976,10728113,17075,0,0,03-09 11:33:51,10770877,0,0,4096
49,2430550016,12408631,20034,0,50327552,03-09 11:33:52,12290694,0,0,4096
51,2430554112,12337390,19373,0,28672,03-09 11:33:53,12356773,0,0,4096
50,2430554112,12548078,19865,0,0,03-09 11:33:54,12488931,0,0,4096
50,2430554112,12358762,19944,0,0,03-09 11:33:55,12290694,0,0,4096
49,2430554112,6217661,10055,4096,29483008,03-09 11:33:56,6277505,83199115,0,83210240
51,2431639552,11221782,18411,0,0,03-09 11:33:57,11101376,14994524,0,15003648
50,2431647744,12606939,23645,0,0,03-09 11:33:58,12621225,3617,0,4096
50,2431647744,12491421,19093,0,61440,03-09 11:33:59,12356773,0,0,4096
50,2431643648,7629092,12730,364544,0,03-09 11:34:00,8193943,46142956,86016,46145536
52,2431643648,4453761,16101,8192,98287616,03-09 11:34:01,3974943,53103288,8192,53129216
50,2431639552,11626217,19893,0,0,03-09 11:34:02,11497746,0,8192,53129216
50,2431639552,11485855,152764,278528,0,03-09 11:34:03,11365588,0,278528,8192
50,2431582208,11548731,19088,0,0,03-09 11:34:04,11629904,0,278528,8192
50,2431582208,11033501,17111,0,61440,03-09 11:34:05,10903035,0,278528,8192
49,2431549440,3761647,6907,8192,99348480,03-09 11:34:06,3832686,97603409,0,97628160
50,2431553536,11730228,18920,0,0,03-09 11:34:07,11695983,0,0,4096
50,2431557632,11261894,155711,278528,0,03-09 11:34:08,11233566,3617,278528,8192
41,2439430144,3754774,14463,40960,0,03-09 11:34:09,3670843,9531,40960,8192
51,2434732032,11695636,20698,0,90112,03-09 11:34:10,11762062,0,0,4096
50,2433155072,12122808,17309,4096,68243456,03-09 11:34:11,11497746,0,0,4096
49,2433159168,10761794,14927,0,0,03-09 11:34:12,10638719,0,0,4096
51,2432630784,10566920,16092,0,0,03-09 11:34:13,10506561,0,0,4096
50,2432561152,4999722,7951,0,29491200,03-09 11:34:14,5022108,88611450,0,88633344
50,2432561152,11302140,16141,0,0,03-09 11:34:15,11233430,0,0,4096
57,2432450560,2565348,5995,4096,152174592,03-09 11:34:16,3623738,92767303,0,92790784
82,2432450560,2210445,12887,12288,0,03-09 11:34:17,1133674,9015,12288,12288
50,2432450560,11813774,19996,0,0,03-09 11:34:18,11762198,3617,12288,12288
49,2432454656,12376309,17498,0,0,03-09 11:34:19,12356779,0,0,8192
50,2432458752,11362105,15911,0,0,03-09 11:34:20,11365582,0,0,8192
50,2432458752,12863815,17447,0,73728,03-09 11:34:21,12753247,0,0,8192
49,2432458752,12801623,19115,0,0,03-09 11:34:22,12716777,498,0,8192
50,2432458752,13003396,17377,0,0,03-09 11:34:23,12951484,0,0,8192
50,2432462848,12342817,16691,0,0,03-09 11:34:24,12356773,0,0,8192
49,2432401408,7936970,11958,0,0,03-09 11:34:25,7929480,63801183,0,63803392
49,2432401408,11230318,17037,0,29474816,03-09 11:34:26,11101374,18609669,0,18628608
52,2437263360,9273994,13752,4096,53248,03-09 11:34:27,10390976,30180839,4096,30187520
35,2437525504,137873,75546,17915904,111886336,03-09 11:34:28,16777347,92898881,18042880,92872704
41,2437476352,429,1317,46403584,65601536,03-09 11:34:29,46301286,126247462,46399488,126259200
37,2437476352,13087,9559,83595264,51912704,03-09 11:34:30,82735183,9388,82792448,24576
30,2437423104,538,1876,64098304,99598336,03-09 11:34:31,64995430,70093910,65011712,70115328
39,2437390336,9797,8465,69963776,67883008,03-09 11:34:32,69135559,59735581,69046272,59756544
25,2437361664,429,1317,36311040,94670848,03-09 11:34:33,36061286,107732497,36044800,107753472
74,2441666560,9508,7130,30257152,0,03-09 11:34:34,31090966,7096,31174656,16384
83,2441666560,163,889,0,0,03-09 11:34:35,43,345,31174656,16384
58,2441637888,163,865,49938432,0,03-09 11:34:36,49930240,421,49938432,0
45,2441629696,9508,7173,114876416,106496,03-09 11:34:37,114312950,7359,114221056,8192
47,2441728000,9711,10384,117207040,49012736,03-09 11:34:38,117104115,10934,117207040,16384
51,2441637888,9399,6571,115277824,0,03-09 11:34:39,115433043,7317,115408896,8192
47,2441596928,9443,7173,128024576,0,03-09 11:34:40,127814141,7364,127762432,8192
49,2441596928,18636,10628,125771776,0,03-09 11:34:41,125540940,14261,125493248,16384
46,2441596928,9376,8324,125603840,163840,03-09 11:34:42,125481632,7363,125472768,8192
46,2434789376,18769,12866,102232064,0,03-09 11:34:43,102034875,14295,102162432,20480
48,2434789376,18903,12638,111673344,102400,03-09 11:34:44,110233535,14337,110256128,16384
49,2434789376,9334,6571,132112384,0,03-09 11:34:45,132630960,7322,132767744,8192
48,2434789376,9508,7173,122855424,0,03-09 11:34:46,123044533,7788,122986496,8192
50,2434789376,27945,17601,104865792,0,03-09 11:34:47,105049655,21042,104865792,28672
52,2437734400,19056,17843,114323456,0,03-09 11:34:48,113497968,18304,113668096,16384
49,2437967872,9646,7810,126238720,155648,03-09 11:34:49,125934988,7322,126107648,8192
52,2437967872,9440,6571,104091648,0,03-09 11:34:50,104157696,7322,104222720,8192
46,2437967872,18718,12339,68116480,0,03-09 11:34:51,82736068,14380,68571136,20480
41,2437967872,9550,7130,37539840,0,03-09 11:34:52,75627413,7322,37355520,8192
48,2438467584,128006,67852,10637312,0,03-09 11:34:53,21405283,60966,11022336,20480
49,2438488064,18635,12253,74309632,118784,03-09 11:34:54,73573852,14282,73785344,16384
50,2438488064,9508,7130,111992832,0,03-09 11:34:55,111625974,7314,111599616,8192
50,2438488064,9399,6571,113532928,0,03-09 11:34:56,113892715,7315,113926144,8192
49,2438676480,9333,6614,121430016,0,03-09 11:34:57,121413203,7358,121298944,8192
51,2438676480,9809,10943,113737728,0,03-09 11:34:58,113912453,10936,113999872,12288
48,2438676480,18636,10628,118411264,94208,03-09 11:34:59,118561356,14259,118542336,16384
50,2438676480,9334,6693,115519488,0,03-09 11:35:00,115151520,7360,115109888,8192
49,2438676480,9443,8719,96776192,0,03-09 11:35:01,97618637,7395,97431552,8192
51,2434953216,18636,12005,110882816,0,03-09 11:35:02,110806974,14377,110792704,16384
49,2434953216,9334,8239,94748672,90112,03-09 11:35:03,93922031,7320,94093312,20480
49,2434953216,9443,7130,106983424,0,03-09 11:35:04,106965424,7319,106983424,24576
54,2435231744,9333,6614,111243264,126976,03-09 11:35:05,110895797,7363,111112192,12288
48,2435231744,36984,23617,68984832,0,03-09 11:35:06,69144434,28231,69115904,32768
46,2435231744,9616,7130,87719936,0,03-09 11:35:07,87528441,7321,87457792,12288
49,2435231744,9741,10427,106627072,282624,03-09 11:35:08,106921492,10980,106889216,8192
52,2435239936,9440,6571,100421632,0,03-09 11:35:09,100495872,7320,100552704,8192
46,2435239936,18893,12855,63954944,135168,03-09 11:35:10,73380804,14332,64290816,16384
40,2435239936,9507,6637,40411136,0,03-09 11:35:11,81918869,7320,40411136,8192
46,2431553536,148721,73123,11530240,0,03-09 11:35:12,23704318,69630,11718656,28672
49,2431553536,9442,8719,96059392,49152,03-09 11:35:13,95347438,7316,95535104,12288
48,2431553536,18635,10664,121061376,0,03-09 11:35:14,120882273,14208,120930304,16384
51,2431553536,9399,6614,117628928,147456,03-09 11:35:15,117546579,7358,117497856,8192
49,2431553536,9443,8719,125665280,0,03-09 11:35:16,125839869,7316,125796352,8192
50,2431561728,9465,7948,114167808,0,03-09 11:35:17,114193671,7787,114147328,8192
48,2431619072,9700,10384,120918016,86016,03-09 11:35:18,120882637,10937,120918016,12288
50,2431619072,9443,7173,115372032,0,03-09 11:35:19,115225248,7361,115240960,8192
49,2431619072,18504,12253,87846912,139264,03-09 11:35:20,88059323,14291,87977984,16384
50,2431610880,18571,12296,90738688,0,03-09 11:35:21,90621887,13911,90607616,16384
49,2431627264,9443,7173,126517248,0,03-09 11:35:22,127257008,7786,127303680,12288
52,2431627264,9333,6571,107118592,49152,03-09 11:35:23,107127477,6896,107118592,8192
49,2431627264,18510,10628,84856832,0,03-09 11:35:24,85051796,14407,84856832,16384
49,2431627264,27958,20162,83668992,143360,03-09 11:35:25,83483095,21610,83668992,24576
49,2431627264,9507,6614,101519360,0,03-09 11:35:26,100851084,6939,100864000,8192
49,2431627264,9440,6571,99635200,0,03-09 11:35:27,99791360,7744,99766272,12288
48,2431627264,19259,16625,88825856,57344,03-09 11:35:28,88593484,17482,88563712,16384
44,2431627264,9507,6680,54960128,0,03-09 11:35:29,84392853,7363,55422976,8192
40,2431668224,131776,64286,32251904,0,03-09 11:35:30,66261492,57349,32575488,12288
48,2431668224,27848,18537,58966016,135168,03-09 11:35:31,57690314,21291,57917440,24576
48,2431668224,9573,7990,131796992,0,03-09 11:35:32,132327158,7357,132304896,8192
48,2431668224,9477,6571,133193728,114688,03-09 11:35:33,133176683,7316,133062656,20480
49,2431668224,18745,12921,135024640,0,03-09 11:35:34,134842448,14253,134893568,28672
49,2431668224,9453,7209,126861312,0,03-09 11:35:35,126833927,7744,126861312,8192
48,2431668224,9334,6614,134680576,135168,03-09 11:35:36,134849861,7363,134811648,8192
49,2431680512,9443,7130,130707456,0,03-09 11:35:37,130650784,7318,130576384,12288
49,2431680512,18870,16109,107769856,106496,03-09 11:35:38,107761219,17951,107769856,16384
48,2431680512,18571,12253,109875200,0,03-09 11:35:39,110053311,14291,110137344,20480
48,2431680512,18745,11230,129036288,0,03-09 11:35:40,129248357,14301,129167360,16384
49,2431680512,27879,17935,110026752,143360,03-09 11:35:41,110619060,15549,110419968,28672
48,2431672320,18678,13964,117456896,0,03-09 11:35:42,116660663,20470,116801536,20480
48,2431672320,9616,7130,134565888,307200,03-09 11:35:43,134643084,7320,134676480,8192
49,2431819776,27995,17978,113750016,0,03-09 11:35:44,113485252,21228,113487872,24576
41,2431819776,9507,6571,68431872,0,03-09 11:35:45,103799701,7320,68964352,12288
41,2432122880,150932,77181,26808320,172032,03-09 11:35:46,54797518,66959,27062272,20480
49,2432327680,18635,15255,87015424,0,03-09 11:35:47,86222300,14282,86360064,16384
49,2430750720,9633,10384,126013440,0,03-09 11:35:48,125986686,10931,126013440,8192
48,2430750720,18678,12855,126435328,0,03-09 11:35:49,126196670,14252,126173184,16384
49,2430750720,9334,6614,127123456,0,03-09 11:35:50,127306237,7783,127365120,12288
49,2430750720,9399,6571,134594560,401408,03-09 11:35:51,134591751,7320,134594560,8192
50,2429206528,9509,7173,115281920,0,03-09 11:35:52,115270981,7363,115150848,8192
50,2429206528,9334,6571,109408256,0,03-09 11:35:53,109417120,7318,109539328,8192
50,2429206528,18570,12253,83783680,0,03-09 11:35:54,83758523,14291,83783680,16384
49,2429206528,18680,12855,83398656,0,03-09 11:35:55,83658687,13910,83529728,20480
49,2429206528,9400,6571,116158464,110592,03-09 11:35:56,115837360,7319,115896320,8192
50,2429210624,9399,6680,113934336,0,03-09 11:35:57,114746037,7787,114720768,8192
49,2429210624,37381,26959,85364736,0,03-09 11:35:58,85200890,31427,85233664,32768
48,2429210624,9507,8239,124157952,0,03-09 11:35:59,123827193,7745,123764736,12288
49,2429210624,9507,6614,125902848,0,03-09 11:36:00,125803916,7363,125771776,8192
49,2429210624,28170,16905,102735872,151552,03-09 11:36:01,102720964,21185,102735872,24576
44,2429210624,9573,9537,72970240,0,03-09 11:36:02,98622357,7363,73351168,8192
39,2429665280,115106,59284,35409920,102400,03-09 11:36:03,72234595,53094,35684352,32768
49,2429665280,27848,18494,44417024,0,03-09 11:36:04,43714762,21254,43892736,28672
49,2429665280,9333,6571,125247488,0,03-09 11:36:05,125126390,7316,125095936,8192
47,2429665280,9333,6614,127950848,0,03-09 11:36:06,127966571,7360,127950848,8192
49,2429673472,9442,7130,129949696,147456,03-09 11:36:07,129850963,7317,129818624,8192
48,2429673472,18804,16109,128266240,57344,03-09 11:36:08,128032652,17879,128004096,16384
49,2429673472,9334,6571,127995904,0,03-09 11:36:09,128206149,7744,128258048,12288
49,2429673472,9443,7173,126513152,0,03-09 11:36:10,126628512,7363,126644224,8192
49,2429673472,18504,12253,102264832,0,03-09 11:36:11,102198715,14295,102133760,16384
52,2429726720,18505,12253,93622272,135168,03-09 11:36:12,94406591,14293,94408704,16384
49,2429726720,9509,7173,114847744,122880,03-09 11:36:13,114141616,7365,114192384,12288
49,2429726720,9477,6571,110788608,0,03-09 11:36:14,110813877,7321,110788608,12288
51,2429722624,36984,23660,77238272,0,03-09 11:36:15,77590386,27857,77500416,32768
48,2429722624,9616,7130,97026048,0,03-09 11:36:16,96490489,7746,96501760,8192
48,2429722624,9573,7905,115802112,163840,03-09 11:36:17,116178316,7322,116195328,8192
50,2429837312,9806,10384,119967744,479232,03-09 11:36:18,119902856,10939,119836672,12288
46,2429837312,18893,12855,78667776,0,03-09 11:36:19,90051524,14337,78974976,16384
40,2429837312,9507,6661,38957056,0,03-09 11:36:20,78846869,7321,39006208,8192
46,2429890560,143005,77303,10498048,0,03-09 11:36:21,21421893,72333,10665984,36864
49,2429890560,9550,7215,124702720,159744,03-09 11:36:22,124479222,7359,124440576,8192
48,2429890560,9333,6571,125067264,49152,03-09 11:36:23,124616043,7738,124542976,8192
49,2429886464,9224,6203,130605056,0,03-09 11:36:24,130817619,7360,130867200,12288
49,2429886464,9443,7130,129593344,0,03-09 11:36:25,129387005,7321,129331200,8192
49,2429886464,9520,6982,128827392,0,03-09 11:36:26,128881927,7322,128958464,8192
49,2429886464,18474,10151,122781696,118784,03-09 11:36:27,123230181,14258,123174912,16384
50,2429886464,9809,10943,103792640,57344,03-09 11:36:28,104188757,11014,104185856,8192
49,2429886464,18504,12296,110792704,0,03-09 11:36:29,110806974,14336,110792704,20480
48,2429886464,18571,12253,109735936,0,03-09 11:36:30,109462255,7322,109690880,8192
48,2429886464,9442,7048,117194752,0,03-09 11:36:31,116763749,14219,116715520,16384
50,2429886464,18774,13548,104517632,135168,03-09 11:36:32,105261460,14411,105041920,16384
48,2429886464,27783,17935,102383616,131072,03-09 11:36:33,101456343,21616,101597184,36864
49,2429886464,9616,7209,129171456,0,03-09 11:36:34,129187212,7322,129171456,16384
48,2429886464,18849,12217,120578048,0,03-09 11:36:35,121537130,14337,121364480,16384
45,2429886464,9507,6571,65380352,0,03-09 11:36:36,81118042,7321,65060864,8192
40,2429886464,9550,8798,37834752,0,03-09 11:36:37,76733333,7321,37965824,16384
46,2430234624,143525,78554,7163904,212992,03-09 11:36:38,13647833,77212,6959104,36864
49,2430234624,9333,6571,108843008,0,03-09 11:36:39,109012726,7316,108974080,8192
49,2430234624,9442,7130,113008640,0,03-09 11:36:40,112581995,7317,112615424,8192
49,2430234624,9465,6936,116187136,0,03-09 11:36:41,115809875,7360,115793920,8192
48,2430234624,9400,6571,125399040,0,03-09 11:36:42,126487037,7742,126447616,8192
48,2430234624,9508,8864,130924544,249856,03-09 11:36:43,130192647,7322,130269184,12288
48,2430234624,9454,5584,128782336,0,03-09 11:36:44,128836933,7363,128782336,8192
49,2430234624,9400,6571,126644224,0,03-09 11:36:45,126489248,7320,126513152,8192
49,2430324736,18613,12812,104099840,0,03-09 11:36:46,104197563,14295,104099840,16384
49,2430324736,18769,14030,102928384,0,03-09 11:36:47,102877119,14337,102928384,16384
48,2430324736,9634,9984,129134592,233472,03-09 11:36:48,129272376,10939,129265664,12288
49,2430324736,18618,12855,121065472,0,03-09 11:36:49,121964890,14336,121720832,20480
48,2430324736,37086,23660,83640320,0,03-09 11:36:50,83492038,28630,83640320,32768
49,2430324736,9507,6571,120651776,0,03-09 11:36:51,119905676,7322,119865344,12288
49,2430324736,9615,7173,114839552,0,03-09 11:36:52,114954752,7365,114970624,8192
47,2430324736,18784,12332,87330816,581632,03-09 11:36:53,92525508,14294,87666688,16384
40,2430324736,9441,6492,40013824,0,03-09 11:36:54,81140629,7320,40022016,8192
44,2430324736,132549,68653,15081472,0,03-09 11:36:55,31364981,64189,15392768,28672
47,2430324736,18503,12253,119967744,0,03-09 11:36:56,118876644,14212,119050240,16384
49,2430324736,9399,6571,125591552,0,03-09 11:36:57,125869419,7738,125853696,12288
49,2430324736,9808,10943,114089984,200704,03-09 11:36:58,114056923,10934,114089984,8192
48,2430324736,9334,6614,116355072,0,03-09 11:36:59,116378109,7364,116355072,8192
49,2430324736,9399,6650,109428736,0,03-09 11:37:00,109925639,7322,109953024,8192
49,2430324736,9443,7051,109776896,0,03-09 11:37:01,109323589,7320,109252608,8192
45,2430324736,9466,8348,109735936,0,03-09 11:37:02,110572192,7363,110653440,8192
42,2430324736,18504,11853,87322624,249856,03-09 11:37:03,86166971,13871,86142976,32768
50,2430324736,18614,12812,102141952,0,03-09 11:37:04,102295487,14294,102273024,24576
48,2430324736,9334,6614,129003520,0,03-09 11:37:05,129280432,7789,129265664,8192
49,2430324736,9333,8305,127041536,0,03-09 11:37:06,126968501,7321,126910464,8192
49,2430328832,37225,23232,87220224,0,03-09 11:37:07,87895922,28324,87855104,36864
48,2430328832,9807,10384,126599168,217088,03-09 11:37:08,126211201,10939,126255104,8192
48,2430328832,18784,12253,127930368,0,03-09 11:37:09,128339852,14644,128274432,16384
49,2430328832,19025,12855,99307520,0,03-09 11:37:10,98636740,14337,98652160,20480
41,2430328832,9441,6571,54468608,0,03-09 11:37:11,92281749,7321,54870016,8192
30,2430328832,87485,58983,23633920,0,03-09 11:37:12,48286589,49687,23887872,8192
46,2430328832,45040,6169,19341312,430080,03-09 11:37:13,18362535,18370946,19124224,0
49,2438144000,163,889,11272192,0,03-09 11:37:14,11362304,11365588,11272192,0
49,2439225344,163,889,11665408,0,03-09 11:37:15,11493376,11497746,11403264,0
